Species;BirdLife_Species;AvibaseID_BirdLife;eBird_Species;AvibaseID_eBird;BirdTree_Species;IUCN_Species;ID_IUCN;URL_IUCN;IUCN_Status
Abroscopus superciliaris;Abroscopus superciliaris;AVIBASE-A8F5D21F;Abroscopus superciliaris;AVIBASE-A8F5D21F;Abroscopus superciliaris;Abroscopus superciliaris;22731005;https://www.iucnredlist.org/details/22731005/0;LC
Accipiter bicolor;Accipiter bicolor;AVIBASE-ADBE44E1;Accipiter bicolor;AVIBASE-ADBE44E1;Accipiter bicolor;Accipiter bicolor;22695669;https://www.iucnredlist.org/details/22695669/0;LC
Aceros undulatus;Rhyticeros undulatus;AVIBASE-3C98DDBC;Rhyticeros undulatus;AVIBASE-3C98DDBC;Aceros undulatus;Rhyticeros undulatus;22682528;https://www.iucnredlist.org/details/22682528/0;VU
Actenoides concretus;Actenoides concretus;AVIBASE-4A150CE8;Actenoides concretus;AVIBASE-4A150CE8;Actenoides concretus;Actenoides concretus;22683532;https://www.iucnredlist.org/details/22683532/0;NT
Aegithina viridissima;Aegithina viridissima;AVIBASE-418B6BE2;Aegithina viridissima;AVIBASE-418B6BE2;Aegithina viridissima;Aegithina viridissima;22707440;https://www.iucnredlist.org/details/22707440/0;NT
Aethopyga siparaja;Aethopyga siparaja;AVIBASE-EC22F3AA;Aethopyga siparaja;AVIBASE-EC22F3AA;Aethopyga siparaja;Aethopyga siparaja;103804411;https://www.iucnredlist.org/details/103804411/0;LC
Aethopyga temminckii;Aethopyga temminckii;AVIBASE-F89D732E;Aethopyga temminckii;AVIBASE-F89D732E;Aethopyga mystacalis;Aethopyga temminckii;103804369;https://www.iucnredlist.org/details/103804369/0;LC
Agelastes meleagrides;Agelastes meleagrides;AVIBASE-E0EE1B89;Agelastes meleagrides;AVIBASE-E0EE1B89;Agelastes meleagrides;Agelastes meleagrides;22679545;https://www.iucnredlist.org/details/22679545/0;VU
Agelastes niger;Agelastes niger;AVIBASE-38193321;Agelastes niger;AVIBASE-38193321;Agelastes niger;Agelastes niger;22679551;https://www.iucnredlist.org/details/22679551/0;LC
Alcedo meninting;Alcedo meninting;AVIBASE-39629250;Alcedo meninting;AVIBASE-39629250;Alcedo meninting;Alcedo meninting;22683042;https://www.iucnredlist.org/details/22683042/0;LC
Alcippe brunneicauda;Alcippe brunneicauda;AVIBASE-2EAEE9C9;Alcippe brunneicauda;AVIBASE-2EAEE9C9;Alcippe brunneicauda;Alcippe brunneicauda;22716630;https://www.iucnredlist.org/details/22716630/0;NT
Alophoixus ochraceus;Alophoixus ochraceus;AVIBASE-2BC35886;Alophoixus ochraceus;AVIBASE-2BC35886;Alophoixus ochraceus;Alophoixus ochraceus;103821072;https://www.iucnredlist.org/details/103821072/0;LC
Alophoixus phaeocephalus;Alophoixus phaeocephalus;AVIBASE-3499C2A5;Alophoixus phaeocephalus;AVIBASE-3499C2A5;Alophoixus phaeocephalus;Alophoixus phaeocephalus;22713152;https://www.iucnredlist.org/details/22713152/0;LC
Amaurornis isabellina;Amaurornis isabellina;AVIBASE-535DB169;Amaurornis isabellina;AVIBASE-535DB169;Amaurornis isabellina;Amaurornis isabellina;22692624;https://www.iucnredlist.org/details/22692624/0;LC
Amazona albifrons;Amazona albifrons;AVIBASE-DD669F07;Amazona albifrons;AVIBASE-DD669F07;Amazona albifrons;Amazona albifrons;22686222;https://www.iucnredlist.org/details/22686222/0;LC
Amazona autumnalis;Amazona autumnalis;AVIBASE-56EC9CA9;Amazona autumnalis;AVIBASE-F2DFC4C1;Amazona autumnalis;Amazona autumnalis;22728292;https://www.iucnredlist.org/details/22728292/0;LC
Amazona dufresniana;Amazona dufresniana;AVIBASE-7B534E0C;Amazona dufresniana;AVIBASE-7B534E0C;Amazona dufresniana;Amazona dufresniana;22686282;https://www.iucnredlist.org/details/22686282/0;NT
Amazona farinosa;Amazona farinosa;AVIBASE-77721E6B;Amazona farinosa;AVIBASE-A05EF311;Amazona farinosa;Amazona farinosa;45430572;https://www.iucnredlist.org/details/45430572/0;LC
Amazona ochrocephala;Amazona ochrocephala;AVIBASE-45BCA1AA;Amazona ochrocephala;AVIBASE-45BCA1AA;Amazona ochrocephala;Amazona ochrocephala;22686346;https://www.iucnredlist.org/details/22686346/0;LC
Anhinga anhinga;Anhinga anhinga;AVIBASE-FBDAE86A;Anhinga anhinga;AVIBASE-FBDAE86A;Anhinga anhinga;Anhinga anhinga;22696702;https://www.iucnredlist.org/details/22696702/0;LC
Anorrhinus galeritus;Anorrhinus galeritus;AVIBASE-1FD5EBCD;Anorrhinus galeritus;AVIBASE-1FD5EBCD;Anorrhinus galeritus;Anorrhinus galeritus;22682485;https://www.iucnredlist.org/details/22682485/0;NT
Anthipes solitaris;Anthipes solitaris;AVIBASE-EBEB71F0;Anthipes solitaris;AVIBASE-EBEB71F0;Ficedula solitaris;Anthipes solitaris;22709355;https://www.iucnredlist.org/details/22709355/0;LC
Anthracoceros albirostris;Anthracoceros albirostris;AVIBASE-082CFEA6;Anthracoceros albirostris;AVIBASE-082CFEA6;Anthracoceros albirostris;Anthracoceros albirostris;22682437;https://www.iucnredlist.org/details/22682437/0;LC
Anthracoceros malayanus;Anthracoceros malayanus;AVIBASE-6DC62BCF;Anthracoceros malayanus;AVIBASE-6DC62BCF;Anthracoceros malayanus;Anthracoceros malayanus;22682441;https://www.iucnredlist.org/details/22682441/0;VU
Anthreptes malacensis;Anthreptes malacensis;AVIBASE-7F96C52A;Anthreptes malacensis;AVIBASE-7F96C52A;Anthreptes malacensis;Anthreptes malacensis;103792612;https://www.iucnredlist.org/details/103792612/0;LC
Anthreptes simplex;Anthreptes simplex;AVIBASE-2FFB2DBC;Anthreptes simplex;AVIBASE-2FFB2DBC;Anthreptes simplex;Anthreptes simplex;22717611;https://www.iucnredlist.org/details/22717611/0;LC
Ara ambigua;Ara ambiguus;AVIBASE-8C233878;Ara ambiguus;AVIBASE-8C233878;Ara ambiguus;Ara ambiguus;22685553;https://www.iucnredlist.org/details/22685553/0;CR
Ara ambiguus;Ara ambiguus;AVIBASE-8C233878;Ara ambiguus;AVIBASE-8C233878;Ara ambiguus;Ara ambiguus;22685553;https://www.iucnredlist.org/details/22685553/0;CR
Ara chloroptera;Ara chloropterus;AVIBASE-5DBFB188;Ara chloropterus;AVIBASE-5DBFB188;Ara chloropterus;Ara chloropterus;22685566;https://www.iucnredlist.org/details/22685566/0;LC
Ara macao;Ara macao;AVIBASE-5B015EDA;Ara macao;AVIBASE-5B015EDA;Ara macao;Ara macao;22685563;https://www.iucnredlist.org/details/22685563/0;LC
Arachnothera chrysogenys;Arachnothera chrysogenys;AVIBASE-87554DD5;Arachnothera chrysogenys;AVIBASE-87554DD5;Arachnothera chrysogenys;Arachnothera chrysogenys;22718115;https://www.iucnredlist.org/details/22718115/0;LC
Arachnothera flavigaster;Arachnothera flavigaster;AVIBASE-D33E142C;Arachnothera flavigaster;AVIBASE-D33E142C;Arachnothera flavigaster;Arachnothera flavigaster;22718112;https://www.iucnredlist.org/details/22718112/0;LC
Arachnothera hypogrammica;Kurochkinegramma hypogrammica;AVIBASE-7700E7E6;Kurochkinegramma hypogrammicum;AVIBASE-7700E7E6;Hypogramma hypogrammicum;Kurochkinegramma hypogrammica;22717680;https://www.iucnredlist.org/details/22717680/0;LC
Arachnothera longirostra;Arachnothera longirostra;AVIBASE-B4EF3CAD;Arachnothera longirostra;AVIBASE-B4EF3CAD;Arachnothera longirostra;Arachnothera longirostra;103778625;https://www.iucnredlist.org/details/103778625/0;LC
Arachnothera modesta;Arachnothera modesta;AVIBASE-FFC4730E;Arachnothera modesta;AVIBASE-3BC09B12;Arachnothera affinis;Arachnothera modesta;103792501;https://www.iucnredlist.org/details/103792501/0;LC
Arachnothera robusta;Arachnothera robusta;AVIBASE-1C7C664E;Arachnothera robusta;AVIBASE-1C7C664E;Arachnothera robusta;Arachnothera robusta;22718109;https://www.iucnredlist.org/details/22718109/0;LC
Aramides cajanea;Aramides cajaneus;AVIBASE-A52752EF;Aramides cajaneus;AVIBASE-A52752EF;Aramides cajanea;Aramides cajaneus;154837348;https://www.iucnredlist.org/details/154837348/0;LC
Ardea cocoi;Ardea cocoi;AVIBASE-B49AB613;Ardea cocoi;AVIBASE-B49AB613;Ardea cocoi;Ardea cocoi;22697001;https://www.iucnredlist.org/details/22697001/0;LC
Argusianus argus;Argusianus argus;AVIBASE-F9F6A725;Argusianus argus;AVIBASE-F9F6A725;Argusianus argus;Argusianus argus;22725006;https://www.iucnredlist.org/details/22725006/0;VU
Arremon aurantiirostris;Arremon aurantiirostris;AVIBASE-DDB56D82;Arremon aurantiirostris;AVIBASE-DDB56D82;Arremon aurantiirostris;Arremon aurantiirostris;22721367;https://www.iucnredlist.org/details/22721367/0;LC
Arremon brunneinucha;Arremon brunneinucha;AVIBASE-5A24AF5E;Arremon brunneinucha;AVIBASE-5A24AF5E;Arremon brunneinucha;Arremon brunneinucha;22721519;https://www.iucnredlist.org/details/22721519/0;LC
Arremon taciturnus;Arremon taciturnus;AVIBASE-A5A38A04;Arremon taciturnus;AVIBASE-AD73A859;Arremon taciturnus;Arremon taciturnus;103771491;https://www.iucnredlist.org/details/103771491/0;LC
Automolus infuscatus;Automolus infuscatus;AVIBASE-70B85047;Automolus infuscatus;AVIBASE-70B85047;Automolus infuscatus;Automolus infuscatus;22733651;https://www.iucnredlist.org/details/22733651/0;LC
Automolus ochrolaemus;Automolus ochrolaemus;AVIBASE-C1DCEE2E;Automolus ochrolaemus;AVIBASE-CC56B1E8;Automolus ochrolaemus;Automolus ochrolaemus;22702910;https://www.iucnredlist.org/details/22702910/0;LC
Baryphthengus martii;Baryphthengus martii;AVIBASE-435AB47D;Baryphthengus martii;AVIBASE-435AB47D;Baryphthengus martii;Baryphthengus martii;22682995;https://www.iucnredlist.org/details/22682995/0;LC
Basileuterus culicivorus;Basileuterus culicivorus;AVIBASE-0F621CEC;Basileuterus culicivorus;AVIBASE-E15EEACD;Basileuterus culicivorus;Basileuterus culicivorus;103801509;https://www.iucnredlist.org/details/103801509/0;LC
Blythipicus rubiginosus;Blythipicus rubiginosus;AVIBASE-9D8AAF5D;Blythipicus rubiginosus;AVIBASE-9D8AAF5D;Blythipicus rubiginosus;Blythipicus rubiginosus;22681543;https://www.iucnredlist.org/details/22681543/0;LC
Bolbopsittacus lunulatus;Bolbopsittacus lunulatus;AVIBASE-E56BBA80;Bolbopsittacus lunulatus;AVIBASE-E56BBA80;Bolbopsittacus lunulatus;Bolbopsittacus lunulatus;22684914;https://www.iucnredlist.org/details/22684914/0;LC
Brotogeris chrysopterus;Brotogeris chrysoptera;AVIBASE-ECE896E2;Brotogeris chrysoptera;AVIBASE-ECE896E2;Brotogeris chrysoptera;Brotogeris chrysoptera;22685986;https://www.iucnredlist.org/details/22685986/0;LC
Brachygalba lugubris;Brachygalba lugubris;AVIBASE-8B22F11F;Brachygalba lugubris;AVIBASE-8B22F11F;Brachygalba lugubris;Brachygalba lugubris;22682180;https://www.iucnredlist.org/details/22682180/0;LC
Brachypteryx leucophrys;Brachypteryx leucophris;AVIBASE-26ACC9A5;Brachypteryx leucophris;AVIBASE-26ACC9A5;Brachypteryx leucophrys;Brachypteryx leucophris;22708982;https://www.iucnredlist.org/details/22708982/0;LC
Buceros bicornis;Buceros bicornis;AVIBASE-A9D587B9;Buceros bicornis;AVIBASE-A9D587B9;Buceros bicornis;Buceros bicornis;22682453;https://www.iucnredlist.org/details/22682453/0;VU
Buceros hydrocorax;Buceros hydrocorax;AVIBASE-C09BECA9;Buceros hydrocorax;AVIBASE-4AE2B146;Buceros hydrocorax;Buceros hydrocorax;22727019;https://www.iucnredlist.org/details/22727019/0;VU
Buceros rhinoceros;Buceros rhinoceros;AVIBASE-0D3D9303;Buceros rhinoceros;AVIBASE-0D3D9303;Buceros rhinoceros;Buceros rhinoceros;22682450;https://www.iucnredlist.org/details/22682450/0;VU
Buteogallus urubitinga;Buteogallus urubitinga;AVIBASE-EE908632;Buteogallus urubitinga;AVIBASE-EE908632;Buteogallus urubitinga;Buteogallus urubitinga;22695827;https://www.iucnredlist.org/details/22695827/0;LC
Bycanistes albotibialis;Bycanistes albotibialis;AVIBASE-2F7DCF91;Bycanistes albotibialis;AVIBASE-2F7DCF91;Bycanistes albotibialis;Bycanistes albotibialis;22682609;https://www.iucnredlist.org/details/22682609/0;LC
Bycanistes cylindricus;Bycanistes cylindricus;AVIBASE-F03111B9;Bycanistes cylindricus;AVIBASE-F03111B9;Bycanistes cylindricus;Bycanistes cylindricus;22682585;https://www.iucnredlist.org/details/22682585/0;VU
Bycanistes fistulator;Bycanistes fistulator;AVIBASE-EB23C9C9;Bycanistes fistulator;AVIBASE-2AAFDD00;Bycanistes fistulator;Bycanistes fistulator;22725962;https://www.iucnredlist.org/details/22725962/0;LC
Cacicus cela;Cacicus cela;AVIBASE-5EFA0D83;Cacicus cela;AVIBASE-EC71EBAC;Cacicus cela;Cacicus cela;103792683;https://www.iucnredlist.org/details/103792683/0;LC
Cacicus haemorrhous;Cacicus haemorrhous;AVIBASE-020E6199;Cacicus haemorrhous;AVIBASE-020E6199;Cacicus haemorrhous;Cacicus haemorrhous;22724034;https://www.iucnredlist.org/details/22724034/0;LC
Cacomantis merulinus;Cacomantis merulinus;AVIBASE-54089C78;Cacomantis merulinus;AVIBASE-54089C78;Cacomantis merulinus;Cacomantis merulinus;22683923;https://www.iucnredlist.org/details/22683923/0;LC
Cacomantis sepulcralis;Cacomantis variolosus;AVIBASE-05824D50;Cacomantis variolosus;AVIBASE-05824D50;Cacomantis sepulcralis;Cacomantis variolosus;61434337;https://www.iucnredlist.org/details/61434337/0;LC
Cacomantis sonneratii;Cacomantis sonneratii;AVIBASE-9E932BD4;Cacomantis sonneratii;AVIBASE-9E932BD4;Cacomantis sonneratii;Cacomantis sonneratii;22683917;https://www.iucnredlist.org/details/22683917/0;LC
Cairina moschata;Cairina moschata;AVIBASE-8DE14046;Cairina moschata;AVIBASE-8DE14046;Cairina moschata;Cairina moschata;22680061;https://www.iucnredlist.org/details/22680061/0;LC
Caloramphus hayii;Caloramphus hayii;AVIBASE-0E20A7CF;Caloramphus hayii;AVIBASE-0E20A7CF;Calorhamphus fuliginosus;Caloramphus hayii;22727057;https://www.iucnredlist.org/details/22727057/0;NT
Calyptomena viridis;Calyptomena viridis;AVIBASE-0E127F06;Calyptomena viridis;AVIBASE-0E127F06;Calyptomena viridis;Calyptomena viridis;22698750;https://www.iucnredlist.org/details/22698750/0;NT
Campephilus guatemalensis;Campephilus guatemalensis;AVIBASE-A208D32B;Campephilus guatemalensis;AVIBASE-A208D32B;Campephilus guatemalensis;Campephilus guatemalensis;22681402;https://www.iucnredlist.org/details/22681402/0;LC
Campephilus rubricollis;Campephilus rubricollis;AVIBASE-D7602D52;Campephilus rubricollis;AVIBASE-D7602D52;Campephilus rubricollis;Campephilus rubricollis;22681396;https://www.iucnredlist.org/details/22681396/0;LC
Campylopterus hemileucurus;Campylopterus hemileucurus;AVIBASE-66CE8345;Campylopterus hemileucurus;AVIBASE-66CE8345;Campylopterus hemileucurus;Campylopterus hemileucurus;22687075;https://www.iucnredlist.org/details/22687075/0;LC
Campylopterus largipennis;Campylopterus largipennis;AVIBASE-3C25BB60;Campylopterus largipennis;AVIBASE-6EF5884B;Campylopterus largipennis;Campylopterus largipennis;200273649;https://www.iucnredlist.org/details/200273649/0;LC
Campylorhamphus procurvoides;Campylorhamphus procurvoides;AVIBASE-CD437B3E;Campylorhamphus procurvoides;AVIBASE-524423CF;Campylorhamphus procurvoides;Campylorhamphus procurvoides;103670311;https://www.iucnredlist.org/details/103670311/0;LC
Campylorhamphus pusillus;Campylorhamphus pusillus;AVIBASE-D285B68F;Campylorhamphus pusillus;AVIBASE-D285B68F;Campylorhamphus pusillus;Campylorhamphus pusillus;22703191;https://www.iucnredlist.org/details/22703191/0;LC
Capito niger;Capito niger;AVIBASE-59156D53;Capito niger;AVIBASE-59156D53;Capito niger;Capito niger;22733719;https://www.iucnredlist.org/details/22733719/0;LC
Caryothraustes canadensis;Caryothraustes canadensis;AVIBASE-0239BBFC;Caryothraustes canadensis;AVIBASE-0239BBFC;Caryothraustes canadensis;Caryothraustes canadensis;22723831;https://www.iucnredlist.org/details/22723831/0;LC
Casuarius unappendiculatus;Casuarius unappendiculatus;AVIBASE-32E7303B;Casuarius unappendiculatus;AVIBASE-32E7303B;Casuarius unappendiculatus;Casuarius unappendiculatus;22678114;https://www.iucnredlist.org/details/22678114/0;LC
Cathartes melambrotus;Cathartes melambrotus;AVIBASE-2432C7DD;Cathartes melambrotus;AVIBASE-2432C7DD;Cathartes melambrotus;Cathartes melambrotus;22697633;https://www.iucnredlist.org/details/22697633/0;LC
Catharus mexicanus;Catharus mexicanus;AVIBASE-259F7A06;Catharus mexicanus;AVIBASE-259F7A06;Catharus mexicanus;Catharus mexicanus;22708647;https://www.iucnredlist.org/details/22708647/0;LC
Celeus elegans;Celeus elegans;AVIBASE-9DD65284;Celeus elegans;AVIBASE-9DD65284;Celeus elegans;Celeus elegans;22681331;https://www.iucnredlist.org/details/22681331/0;LC
Centropus sinensis;Centropus sinensis;AVIBASE-F5F991AC;Centropus sinensis;AVIBASE-F5F991AC;Centropus sinensis;Centropus sinensis;22684229;https://www.iucnredlist.org/details/22684229/0;LC
Ceratogymna atrata;Ceratogymna atrata;AVIBASE-C05BF908;Ceratogymna atrata;AVIBASE-C05BF908;Ceratogymna atrata;Ceratogymna atrata;22682621;https://www.iucnredlist.org/details/22682621/0;LC
Ceratogymna elata;Ceratogymna elata;AVIBASE-CBC236C2;Ceratogymna elata;AVIBASE-CBC236C2;Ceratogymna elata;Ceratogymna elata;22682627;https://www.iucnredlist.org/details/22682627/0;VU
Cercomacra cinerascens;Cercomacra cinerascens;AVIBASE-E807EA75;Cercomacra cinerascens;AVIBASE-E807EA75;Cercomacra cinerascens;Cercomacra cinerascens;22701662;https://www.iucnredlist.org/details/22701662/0;LC
Ceyx rufidorsa;Ceyx erithaca;AVIBASE-318C3891;Ceyx rufidorsa;AVIBASE-2F51076C;Ceyx rufidorsa;Ceyx erithaca;61658565;https://www.iucnredlist.org/details/61658565/0;LC
Chalcophaps indica;Chalcophaps indica;AVIBASE-05E5E8F6;Chalcophaps indica;AVIBASE-05E5E8F6;Chalcophaps indica;Chalcophaps indica;22725538;https://www.iucnredlist.org/details/22725538/0;LC
Chalybura urochrysia;Chalybura urochrysia;AVIBASE-5CF504A6;Chalybura urochrysia;AVIBASE-46979A37;Chalybura urochrysia;Chalybura urochrysia;22687655;https://www.iucnredlist.org/details/22687655/0;LC
Chamaepetes unicolor;Chamaepetes unicolor;AVIBASE-8C688594;Chamaepetes unicolor;AVIBASE-8C688594;Chamaepetes unicolor;Chamaepetes unicolor;22678443;https://www.iucnredlist.org/details/22678443/0;LC
Chlocophaps stephani;Chalcophaps stephani;AVIBASE-7330DBCF;Chalcophaps stephani;AVIBASE-7330DBCF;Chalcophaps stephani;Chalcophaps stephani;22690657;https://www.iucnredlist.org/details/22690657/0;LC
Chloroceryle americana;Chloroceryle americana;AVIBASE-ED7D6741;Chloroceryle americana;AVIBASE-ED7D6741;Chloroceryle americana;Chloroceryle americana;22683652;https://www.iucnredlist.org/details/22683652/0;LC
Chlorophanes spiza;Chlorophanes spiza;AVIBASE-64E4030B;Chlorophanes spiza;AVIBASE-64E4030B;Chlorophanes spiza;Chlorophanes spiza;22723000;https://www.iucnredlist.org/details/22723000/0;LC
Chloropsis cyanopogon;Chloropsis cyanopogon;AVIBASE-3EB2B90E;Chloropsis cyanopogon;AVIBASE-3EB2B90E;Chloropsis cyanopogon;Chloropsis cyanopogon;22704953;https://www.iucnredlist.org/details/22704953/0;NT
Chloropsis moluccensis;Chloropsis moluccensis;AVIBASE-47CF4ED7;Chloropsis cochinchinensis;AVIBASE-9B19157D;Chloropsis cochinchinensis;Chloropsis moluccensis;103775599;https://www.iucnredlist.org/details/103775599/0;LC
Chloropsis sonnerati;Chloropsis sonnerati;AVIBASE-A0473AFB;Chloropsis sonnerati;AVIBASE-A0473AFB;Chloropsis sonnerati;Chloropsis sonnerati;22704950;https://www.iucnredlist.org/details/22704950/0;EN
Chlorothraupis carmioli;Habia carmioli;AVIBASE-6C96417C;Chlorothraupis carmioli;AVIBASE-8720A456;Chlorothraupis carmioli;Habia carmioli;103811314;https://www.iucnredlist.org/details/103811314/0;LC
Chloroceryle aenea;Chloroceryle aenea;AVIBASE-A08C5C06;Chloroceryle aenea;AVIBASE-A08C5C06;Chloroceryle aenea;Chloroceryle aenea;22683658;https://www.iucnredlist.org/details/22683658/0;LC
Chrysococcyx xanthorhynchus;Chrysococcyx xanthorhynchus;AVIBASE-A6C03533;Chrysococcyx xanthorhynchus;AVIBASE-A6C03533;Chrysococcyx xanthorhynchus;Chrysococcyx xanthorhynchus;22684003;https://www.iucnredlist.org/details/22684003/0;LC
Chrysocolaptes validus;Chrysocolaptes validus;AVIBASE-05714481;Reinwardtipicus validus;AVIBASE-05714481;Reinwardtipicus validus;Chrysocolaptes validus;22681549;https://www.iucnredlist.org/details/22681549/0;LC
Chrysophlegma flavinucha;Chrysophlegma flavinucha;AVIBASE-B122779F;Chrysophlegma flavinucha;AVIBASE-B122779F;Picus flavinucha;Chrysophlegma flavinucha;22681437;https://www.iucnredlist.org/details/22681437/0;LC
Chrysophlegma mentale;Chrysophlegma mentale;AVIBASE-C58A1925;Chrysophlegma mentale;AVIBASE-FE28266C;Picus mentalis;Chrysophlegma mentale;62049548;https://www.iucnredlist.org/details/62049548/0;NT
Chrysophlegma miniaceum;Chrysophlegma miniaceum;AVIBASE-05CFB3D1;Chrysophlegma miniaceum;AVIBASE-05CFB3D1;Picus mineaceus;Chrysophlegma miniaceum;22681428;https://www.iucnredlist.org/details/22681428/0;LC
Cinnyris ornatus;Cinnyris jugularis;AVIBASE-14D999C2;Cinnyris jugularis;AVIBASE-CBE7EC40;Nectarinia jugularis;Cinnyris jugularis;103804139;https://www.iucnredlist.org/details/103804139/0;LC
Cissa chinensis;Cissa chinensis;AVIBASE-ED4011E9;Cissa chinensis;AVIBASE-ED4011E9;Cissa chinensis;Cissa chinensis;22705809;https://www.iucnredlist.org/details/22705809/0;LC
Clibanornis rubiginosus;Clibanornis rubiginosus;AVIBASE-B8BC2370;Clibanornis rubiginosus;AVIBASE-B8BC2370;Automolus rubiginosus;Clibanornis rubiginosus;22736330;https://www.iucnredlist.org/details/22736330/0;LC
Cochlearius cochlearius;Cochlearius cochlearius;AVIBASE-74368984;Cochlearius cochlearius;AVIBASE-74368984;Cochlearius cochlearius;Cochlearius cochlearius;22697250;https://www.iucnredlist.org/details/22697250/0;LC
Coereba flaveola;Coereba flaveola;AVIBASE-B78F2D6F;Coereba flaveola;AVIBASE-B78F2D6F;Coereba flaveola;Coereba flaveola;22722080;https://www.iucnredlist.org/details/22722080/0;LC
Colibri delphinae;Colibri delphinae;AVIBASE-A76C26A1;Colibri delphinae;AVIBASE-A76C26A1;Colibri delphinae;Colibri delphinae;22687106;https://www.iucnredlist.org/details/22687106/0;LC
Columba nigrirostris;Patagioenas nigrirostris;AVIBASE-1D706BD0;Patagioenas nigrirostris;AVIBASE-1D706BD0;Patagioenas nigrirostris;Patagioenas nigrirostris;22690334;https://www.iucnredlist.org/details/22690334/0;LC
Columba speciosa;Patagioenas speciosa;AVIBASE-3EAF0903;Patagioenas speciosa;AVIBASE-3EAF0903;Patagioenas speciosa;Patagioenas speciosa;22690235;https://www.iucnredlist.org/details/22690235/0;LC
Columba vitiensis;Columba vitiensis;AVIBASE-CE7203C7;Columba vitiensis;AVIBASE-CE7203C7;Columba vitiensis;Columba vitiensis;22690211;https://www.iucnredlist.org/details/22690211/0;LC
Columbina passerina;Columbina passerina;AVIBASE-F9AED548;Columbina passerina;AVIBASE-F9AED548;Columbina passerina;Columbina passerina;22690774;https://www.iucnredlist.org/details/22690774/0;LC
Contopus cinereus;Contopus cinereus;AVIBASE-1CA8962F;Contopus cinereus;AVIBASE-ED18DC0C;Contopus cinereus;Contopus cinereus;103683886;https://www.iucnredlist.org/details/103683886/0;LC
Copsychus malabaricus;Kittacincla malabarica;AVIBASE-E5ABD6CB;Copsychus malabaricus;AVIBASE-E5ABD6CB;Copsychus malabaricus;Kittacincla malabarica;103894856;https://www.iucnredlist.org/details/103894856/0;LC
Copsychus pyrropygus;Trichixos pyrropygus;AVIBASE-E22B9F79;Copsychus pyrropygus;AVIBASE-E22B9F79;Trichixos pyrropygus;Trichixos pyrropygus;22710012;https://www.iucnredlist.org/details/22710012/0;NT
Copsychus saularis;Copsychus saularis;AVIBASE-D112C938;Copsychus saularis;AVIBASE-D112C938;Copsychus saularis;Copsychus saularis;103893432;https://www.iucnredlist.org/details/103893432/0;LC
Coracina larvata;Coracina larvata;AVIBASE-F6CD1C79;Coracina larvata;AVIBASE-F6CD1C79;Coracina larvata;Coracina larvata;22706470;https://www.iucnredlist.org/details/22706470/0;LC
Corapipo gutturalis;Corapipo gutturalis;AVIBASE-EA5755E6;Corapipo gutturalis;AVIBASE-EA5755E6;Corapipo gutturalis;Corapipo gutturalis;22701093;https://www.iucnredlist.org/details/22701093/0;LC
Corvus enca;Corvus enca;AVIBASE-C195CB92;Corvus enca;AVIBASE-C195CB92;Corvus enca;Corvus enca;103727499;https://www.iucnredlist.org/details/103727499/0;LC
